DATE;TIME;Sensor1;Sensor2;Sensor3;Sensor4
2024-07-19;19:19:00;19,799;20,029;20,318;20
2024-07-19;19:24:00;20,028;20,239;20,192;20,095
2024-07-19;19:29:00;20,314;20,429;20,265;20,236
2024-07-19;19:34:00;20,563;20,577;20,371;20,409
2024-07-19;19:39:00;20,23;20,369;20,328;20,397
2024-07-19;19:44:00;19,985;20,166;20,325;20,268
2024-07-19;19:49:00;20,008;19,967;20,562;20,149
2024-07-19;19:54:00;19,86;19,854;20,534;20,084
2024-07-19;19:59:00;19,83;19,906;20,477;20
2024-07-19;20:04:00;20,038;20,175;20,368;20,073
2024-07-19;20:09:00;20,22;20,371;20,373;20,189
2024-07-19;20:14:00;20,538;20,598;20,479;20,364
2024-07-19;20:19:00;20,368;20,502;20,386;20,468
2024-07-19;20:24:00;20,052;20,198;20,454;20,322
2024-07-19;20:29:00;19,958;20,001;20,571;20,23
2024-07-19;20:34:00;19,881;19,831;20,62;20,097
2024-07-19;20:39:00;19,789;19,975;20,454;20
2024-07-19;20:44:00;19,992;20,214;20,295;20,093
2024-07-19;20:49:00;20,252;20,401;20,336;20,21
2024-07-19;20:54:00;20,576;20,625;20,538;20,396
2024-07-19;20:59:00;20,304;20,455;20,43;20,444
2024-07-19;21:04:00;20,149;20,166;20,606;20,319
2024-07-19;21:09:00;20,03;19,946;20,637;20,209
2024-07-19;21:14:00;19,922;19,816;20,722;20,078
2024-07-19;21:19:00;19,839;19,893;20,504;20
2024-07-19;21:24:00;19,982;20,142;20,296;20,051
2024-07-19;21:29:00;20,19;20,355;20,258;20,179
2024-07-19;21:34:00;20,493;20,545;20,411;20,34
2024-07-19;21:39:00;20,519;20,578;20,443;20,5
2024-07-19;21:44:00;20,12;20,284;20,426;20,359
2024-07-19;21:49:00;19,989;20,082;20,499;20,25
2024-07-19;21:54:00;19,883;19,937;20,6;20,129
2024-07-19;21:59:00;19,854;19,781;20,612;20
2024-07-19;22:04:00;19,882;20,043;20,387;20
2024-07-19;22:09:00;20,042;20,245;20,25;20,103
2024-07-19;22:14:00;20,308;20,439;20,353;20,26
2024-07-19;22:19:00;20,585;20,628;20,5;20,438
2024-07-19;22:24:00;20,351;20,43;20,5;20,437
2024-07-19;22:29:00;20,113;20,158;20,562;20,341
2024-07-19;22:34:00;20,016;19,986;20,648;20,211
2024-07-19;22:39:00;19,855;19,883;20,522;20,067
2024-07-19;22:44:00;19,906;20,085;20,413;20,039
2024-07-19;22:49:00;20,142;20,292;20,372;20,145
2024-07-19;22:54:00;20,427;20,47;20,5;20,299
2024-07-19;22:59:00;20,596;20,613;20,519;20,46
2024-07-19;23:04:00;20,196;20,349;20,471;20,419
2024-07-19;23:09:00;19,97;20,126;20,517;20,306
2024-07-19;23:14:00;19,942;19,937;20,62;20,176
2024-07-19;23:19:00;19,85;19,847;20,62;20,04
2024-07-19;23:24:00;19,933;20,092;20,442;20,04
2024-07-19;23:29:00;20,14;20,29;20,369;20,151
2024-07-19;23:34:00;20,432;20,476;20,434;20,299
2024-07-19;23:39:00;20,629;20,641;20,571;20,461
2024-07-19;23:44:00;20,277;20,357;20,5;20,418
2024-07-19;23:49:00;19,994;20,105;20,542;20,303
2024-07-19;23:54:00;19,99;19,929;20,62;20,149
2024-07-19;23:59:00;19,899;19,912;20,62;20,036
2024-07-20;00:04:00;20,007;20,187;20,484;20,105
2024-07-20;00:09:00;20,229;20,36;20,392;20,207
2024-07-20;00:14:00;20,477;20,593;20,474;20,364
2024-07-20;00:19:00;20,547;20,616;20,492;20,5
2024-07-20;00:24:00;20,29;20,267;20,577;20,403
2024-07-20;00:29:00;20,122;20,061;20,746;20,273
2024-07-20;00:34:00;19,952;19,856;20,746;20,135
2024-07-20;00:39:00;19,927;19,847;20,673;20,002
2024-07-20;00:44:00;20,032;20,141;20,478;20,05
2024-07-20;00:49:00;20,21;20,322;20,378;20,167
2024-07-20;00:54:00;20,516;20,534;20,517;20,328
2024-07-20;00:59:00;20,606;20,645;20,559;20,49
2024-07-20;01:04:00;20,227;20,293;20,5;20,42
2024-07-20;01:09:00;19,998;20,084;20,536;20,26
2024-07-20;01:14:00;19,845;19,859;20,603;20,151
2024-07-20;01:19:00;19,848;19,99;20,457;20,09
2024-07-20;01:24:00;20,04;20,238;20,284;20,122
2024-07-20;01:29:00;20,265;20,442;20,351;20,272
2024-07-20;01:34:00;20,593;20,619;20,481;20,421
2024-07-20;01:39:00;20,389;20,475;20,438;20,476
2024-07-20;01:44:00;19,973;20,201;20,393;20,327
2024-07-20;01:49:00;19,967;19,972;20,585;20,188
2024-07-20;01:54:00;19,883;19,771;20,626;20,046
2024-07-20;01:59:00;19,983;20,065;20,556;20,005
2024-07-20;02:04:00;20,154;20,296;20,413;20,139
2024-07-20;02:09:00;20,388;20,488;20,437;20,3
2024-07-20;02:14:00;20,558;20,627;20,501;20,468
2024-07-20;02:19:00;20,19;20,306;20,539;20,399
2024-07-20;02:24:00;20,021;20,06;20,62;20,274
2024-07-20;02:29:00;19,923;19,821;20,62;20,093
2024-07-20;02:34:00;19,921;20,08;20,454;20,04
2024-07-20;02:39:00;20,111;20,308;20,37;20,161
2024-07-20;02:44:00;20,384;20,484;20,441;20,305
2024-07-20;02:49:00;20,588;20,65;20,544;20,475
2024-07-20;02:54:00;20,27;20,321;20,574;20,416
2024-07-20;02:59:00;20,12;20,035;20,725;20,273
2024-07-20;03:04:00;20,058;19,873;20,75;20,084
2024-07-20;03:09:00;20,046;20,094;20,612;20,088
2024-07-20;03:14:00;20,184;20,319;20,44;20,175
2024-07-20;03:19:00;20,417;20,512;20,468;20,322
2024-07-20;03:24:00;20,571;20,607;20,517;20,484
2024-07-20;03:29:00;20,271;20,247;20,584;20,406
2024-07-20;03:34:00;20,11;19,981;20,748;20,218
2024-07-20;03:39:00;20,035;19,936;20,725;20,07
2024-07-20;03:44:00;20,083;20,212;20,473;20,122
2024-07-20;03:49:00;20,314;20,411;20,474;20,262
2024-07-20;03:54:00;20,586;20,603;20,587;20,413
2024-07-20;03:59:00;20,473;20,493;20,59;20,5
2024-07-20;04:04:00;20,174;20,204;20,702;20,37
2024-07-20;04:09:00;19,999;19,952;20,733;20,197
2024-07-20;04:14:00;19,986;19,823;20,721;20,003
2024-07-20;04:19:00;20,036;20,144;20,476;20,062
2024-07-20;04:24:00;20,223;20,342;20,451;20,181
2024-07-20;04:29:00;20,489;20,561;20,5;20,336
2024-07-20;04:34:00;20,544;20,586;20,535;20,5
2024-07-20;04:39:00;20,238;20,195;20,646;20,369
2024-07-20;04:44:00;19,99;19,971;20,75;20,213
2024-07-20;04:49:00;19,977;20,135;20,606;20,12
2024-07-20;04:54:00;20,162;20,345;20,435;20,217
2024-07-20;04:59:00;20,451;20,518;20,535;20,337
2024-07-20;05:04:00;20,559;20,668;20,559;20,494
2024-07-20;05:09:00;20,163;20,271;20,599;20,433
2024-07-20;05:14:00;20,066;19,997;20,713;20,262
2024-07-20;05:19:00;20,03;19,899;20,713;20,068
2024-07-20;05:24:00;20,074;20,223;20,486;20,121
2024-07-20;05:29:00;20,259;20,426;20,37;20,263
2024-07-20;05:34:00;20,564;20,614;20,524;20,417
2024-07-20;05:39:00;20,345;20,406;20,547;20,458
2024-07-20;05:44:00;20,116;20,086;20,62;20,326
2024-07-20;05:49:00;19,987;19,977;20,625;20,158
2024-07-20;05:54:00;20,08;20,245;20,521;20,143
2024-07-20;05:59:00;20,303;20,427;20,5;20,28
2024-07-20;06:04:00;20,578;20,636;20,519;20,424
2024-07-20;06:09:00;20,35;20,413;20,566;20,472
2024-07-20;06:14:00;20;20,09;20,621;20,318
2024-07-20;06:19:00;19,885;19,868;20,62;20,155
2024-07-20;06:24:00;19,953;20,117;20,509;20,12
2024-07-20;06:29:00;20,196;20,333;20,5;20,187
2024-07-20;06:34:00;20,481;20,509;20,547;20,335
2024-07-20;06:39:00;20,592;20,651;20,593;20,494
2024-07-20;06:44:00;20,179;20,238;20,511;20,416
2024-07-20;06:49:00;20,071;19,958;20,692;20,213
2024-07-20;06:54:00;20,023;19,831;20,728;20,029
2024-07-20;06:59:00;20,095;20,183;20,567;20,096
2024-07-20;07:04:00;20,274;20,375;20,472;20,224
2024-07-20;07:09:00;20,591;20,59;20,62;20,389
2024-07-20;07:14:00;20,486;20,533;20,599;20,485
2024-07-20;07:19:00;20,147;20,108;20,657;20,326
2024-07-20;07:24:00;19,956;19,873;20,75;20,148
2024-07-20;07:29:00;20,055;20,068;20,657;20,083
2024-07-20;07:34:00;20,216;20,294;20,511;20,163
2024-07-20;07:39:00;20,444;20,539;20,522;20,318
2024-07-20;07:44:00;20,578;20,642;20,578;20,486
2024-07-20;07:49:00;20,217;20,197;20,656;20,402
2024-07-20;07:54:00;20,062;19,927;20,75;20,218
2024-07-20;07:59:00;20,058;19,845;20,725;20,018
2024-07-20;08:04:00;20,021;20,144;20,43;20,058
2024-07-20;08:09:00;20,218;20,34;20,402;20,187
2024-07-20;08:14:00;20,489;20,557;20,511;20,337
2024-07-20;08:19:00;20,447;20,51;20,538;20,469
2024-07-20;08:24:00;20,119;20,15;20,609;20,318
2024-07-20;08:29:00;20,039;19,88;20,695;20,171
2024-07-20;08:34:00;20;19,865;20,702;20,002
2024-07-20;08:39:00;20,041;20,186;20,461;20,1
2024-07-20;08:44:00;20,225;20,362;20,37;20,204
2024-07-20;08:49:00;20,512;20,546;20,409;20,346
2024-07-20;08:54:00;20,373;20,444;20,5;20,419
2024-07-20;08:59:00;20,087;20,098;20,609;20,307
2024-07-20;09:04:00;19,982;19,924;20,693;20,141
2024-07-20;09:09:00;20,056;20,135;20,546;20,12
2024-07-20;09:14:00;20,223;20,339;20,479;20,203
2024-07-20;09:19:00;20,532;20,568;20,543;20,349
2024-07-20;09:24:00;20,436;20,465;20,542;20,449
2024-07-20;09:29:00;20,104;20,099;20,556;20,313
2024-07-20;09:34:00;19,99;19,896;20,631;20,17
2024-07-20;09:39:00;19,959;20,039;20,55;20,12
2024-07-20;09:44:00;20,121;20,304;20,382;20,159
2024-07-20;09:49:00;20,38;20,476;20,416;20,301
2024-07-20;09:54:00;20,489;20,579;20,452;20,468
2024-07-20;09:59:00;20,139;20,235;20,469;20,377
2024-07-20;10:04:00;19,971;20,041;20,501;20,25
2024-07-20;10:09:00;19,9;19,83;20,62;20,101
2024-07-20;10:14:00;19,919;19,982;20,545;20,002
2024-07-20;10:19:00;20,052;20,238;20,367;20,117
2024-07-20;10:24:00;20,286;20,429;20,37;20,241
2024-07-20;10:29:00;20,543;20,62;20,457;20,417
2024-07-20;10:34:00;20,231;20,369;20,392;20,416
2024-07-20;10:39:00;19,95;20,102;20,487;20,277
2024-07-20;10:44:00;19,917;19,942;20,601;20,164
2024-07-20;10:49:00;19,767;19,782;20,582;20,027
2024-07-20;10:54:00;19,884;20,015;20,439;20
2024-07-20;10:59:00;20,033;20,233;20,214;20,09
2024-07-20;11:04:00;20,315;20,423;20,265;20,244
2024-07-20;11:09:00;20,537;20,659;20,334;20,43
2024-07-20;11:14:00;20,057;20,337;20,248;20,379
2024-07-20;11:19:00;19,773;20,123;20,149;20,246
2024-07-20;11:24:00;19,748;19,999;20,299;20,12
2024-07-20;11:29:00;19,623;19,785;20,33;20,041
2024-07-20;11:34:00;19,713;19,99;20,277;20
2024-07-20;11:39:00;19,935;20,206;20,172;20,081
2024-07-20;11:44:00;20,239;20,407;20,148;20,21
2024-07-20;11:49:00;20,487;20,583;20,263;20,424
2024-07-20;11:54:00;20,024;20,339;20,12;20,375
2024-07-20;11:59:00;19,854;20,13;20,126;20,25
2024-07-20;12:04:00;19,747;20,012;20,17;20,139
2024-07-20;12:09:00;19,636;19,914;20,227;20,073
2024-07-20;12:14:00;19,531;19,831;20,178;20
2024-07-20;12:19:00;19,674;19,956;20,126;20
2024-07-20;12:24:00;19,905;20,209;20;20,049
2024-07-20;12:29:00;20,203;20,399;20,092;20,201
2024-07-20;12:34:00;20,487;20,621;20,236;20,364
2024-07-20;12:39:00;20,193;20,463;20,162;20,419
2024-07-20;12:44:00;19,954;20,254;20,12;20,304
2024-07-20;12:49:00;19,716;20,172;19,987;20,219
2024-07-20;12:54:00;19,57;20,072;19,937;20,12
2024-07-20;12:59:00;19,549;19,991;19,979;20,084
2024-07-20;13:04:00;19,533;19,941;19,972;20
2024-07-20;13:09:00;19,362;19,911;19,811;20
2024-07-20;13:14:00;19,252;19,866;19,723;19,879
2024-07-20;13:19:00;19,354;19,855;19,791;19,87
2024-07-20;13:24:00;19,298;19,798;19,75;19,87
2024-07-20;13:29:00;19,281;19,744;19,763;19,824
2024-07-20;13:34:00;19,219;19,746;19,75;19,75
2024-07-20;13:39:00;19,203;19,732;19,714;19,75
2024-07-20;13:44:00;19,173;19,712;19,659;19,75
2024-07-20;13:49:00;19,173;19,708;19,715;19,75
2024-07-20;13:54:00;19,214;19,664;19,75;19,75
2024-07-20;13:59:00;19,137;19,639;19,62;19,735
2024-07-20;14:04:00;19,13;19,626;19,594;19,75
2024-07-20;14:09:00;19,097;19,634;19,504;19,678
2024-07-20;14:14:00;19,485;19,853;19,62;19,752
2024-07-20;14:19:00;19,843;20,084;19,678;19,913
2024-07-20;14:24:00;20,206;20,328;19,907;20,122
2024-07-20;14:29:00;20,481;20,573;20,142;20,32
2024-07-20;14:34:00;20,16;20,422;20,051;20,357
2024-07-20;14:39:00;19,899;20,245;19,895;20,25
2024-07-20;14:44:00;19,731;20,169;19,845;20,141
2024-07-20;14:49:00;19,638;20,113;19,802;20,12
2024-07-20;14:54:00;19,632;20,059;19,873;20,051
2024-07-20;14:59:00;19,51;20,04;19,766;20
2024-07-20;15:04:00;19,529;19,99;19,784;20
2024-07-20;15:09:00;19,514;19,987;19,851;20
2024-07-20;15:14:00;19,469;20,002;19,87;20,074
2024-07-20;15:19:00;19,469;20,006;19,883;20,12
2024-07-20;15:24:00;19,474;20,042;19,83;20,12
2024-07-20;15:29:00;19,541;20,087;19,87;20,12
2024-07-20;15:34:00;19,459;20,096;19,884;20,135
2024-07-20;15:39:00;19,428;20,079;19,87;20,12
2024-07-20;15:44:00;19,471;20,013;19,956;20,12
2024-07-20;15:49:00;19,482;19,936;20,021;20,12
2024-07-20;15:54:00;19,442;19,856;20,03;20,028
2024-07-20;15:59:00;19,492;19,952;20;20
2024-07-20;16:04:00;19,815;20,173;19,978;20,077
2024-07-20;16:09:00;20,155;20,368;20,011;20,21
2024-07-20;16:14:00;20,437;20,59;20,135;20,364
2024-07-20;16:19:00;20,326;20,615;20,147;20,5
2024-07-20;16:24:00;19,98;20,329;20,076;20,37
2024-07-20;16:29:00;19,846;20,217;20,117;20,255
2024-07-20;16:34:00;19,769;20,128;20,164;20,244
2024-07-20;16:39:00;19,646;20,021;20,161;20,12
2024-07-20;16:44:00;19,502;19,93;20;20,105
2024-07-20;16:49:00;19,484;19,837;20,119;20
2024-07-20;16:54:00;19,501;19,89;20,04;20
2024-07-20;16:59:00;19,833;20,117;20;20,027
2024-07-20;17:04:00;20,146;20,321;20,053;20,145
2024-07-20;17:09:00;20,435;20,561;20,161;20,317
2024-07-20;17:14:00;20,364;20,611;20,179;20,494
2024-07-20;17:19:00;19,96;20,268;20,134;20,342
2024-07-20;17:24:00;19,836;20,123;20,255;20,25
2024-07-20;17:29:00;19,757;20,003;20,234;20,129
2024-07-20;17:34:00;19,726;19,849;20,338;20,069
2024-07-20;17:39:00;19,601;19,881;20,229;20
2024-07-20;17:44:00;19,849;20,139;20,12;20,031
2024-07-20;17:49:00;20,151;20,37;20,181;20,167
2024-07-20;17:54:00;20,465;20,576;20,264;20,331
2024-07-20;17:59:00;20,282;20,504;20,244;20,44
2024-07-20;18:04:00;19,961;20,198;20,211;20,294
2024-07-20;18:09:00;19,914;20,052;20,37;20,187
2024-07-20;18:14:00;19,89;19,892;20,478;20,12
2024-07-20;18:19:00;19,775;19,769;20,5;20,006
2024-07-20;18:24:00;19,832;20,038;20,306;20
2024-07-20;18:29:00;20,088;20,266;20,25;20,099
2024-07-20;18:34:00;20,404;20,452;20,369;20,271
2024-07-20;18:39:00;20,541;20,621;20,339;20,442
2024-07-20;18:44:00;20,053;20,324;20,212;20,361
2024-07-20;18:49:00;19,977;20,082;20,362;20,25
2024-07-20;18:54:00;19,875;19,914;20,486;20,125
2024-07-20;18:59:00;19,787;19,811;20,5;20,017
2024-07-20;19:04:00;19,898;20,088;20,298;20,018
2024-07-20;19:09:00;20,155;20,312;20,261;20,145
2024-07-20;19:14:00;20,437;20,525;20,358;20,311
2024-07-20;19:19:00;20,445;20,579;20,388;20,457
2024-07-20;19:24:00;20,118;20,241;20,373;20,348
2024-07-20;19:29:00;19,977;20,042;20,468;20,216
2024-07-20;19:34:00;19,866;19,855;20,501;20,081
2024-07-20;19:39:00;19,818;19,91;20,45;20
2024-07-20;19:44:00;20,046;20,169;20,37;20,089
2024-07-20;19:49:00;20,26;20,401;20,322;20,205
2024-07-20;19:54:00;20,542;20,576;20,434;20,385
2024-07-20;19:59:00;20,218;20,384;20,37;20,398
2024-07-20;20:04:00;19,932;20,14;20,384;20,283
2024-07-20;20:09:00;19,873;19,945;20,535;20,173
2024-07-20;20:14:00;19,816;19,961;20,446;20,12
2024-07-20;20:19:00;19,97;20,23;20,263;20,12
2024-07-20;20:24:00;20,287;20,413;20,346;20,257
2024-07-20;20:29:00;20,588;20,668;20,478;20,438
2024-07-20;20:34:00;20,282;20,405;20,433;20,443
2024-07-20;20:39:00;19,964;20,168;20,37;20,316
2024-07-20;20:44:00;19,902;19,971;20,472;20,187
2024-07-20;20:49:00;19,86;19,943;20,528;20,12
2024-07-20;20:54:00;20,002;20,193;20,429;20,12
2024-07-20;20:59:00;20,212;20,386;20,37;20,239
2024-07-20;21:04:00;20,512;20,621;20,447;20,402
2024-07-20;21:09:00;20,258;20,374;20,417;20,416
2024-07-20;21:14:00;20,022;20,113;20,479;20,285
2024-07-20;21:19:00;19,921;19,909;20,546;20,163
2024-07-20;21:24:00;19,901;19,752;20,62;20,026
2024-07-20;21:29:00;19,885;19,94;20,477;19,977
2024-07-20;21:34:00;20,024;20,202;20,25;20,065
2024-07-20;21:39:00;20,256;20,389;20,332;20,199
2024-07-20;21:44:00;20,593;20,603;20,46;20,378
2024-07-20;21:49:00;20,275;20,399;20,37;20,408
2024-07-20;21:54:00;20,021;20,147;20,444;20,304
2024-07-20;21:59:00;19,922;19,905;20,594;20,16
2024-07-20;22:04:00;19,901;20,014;20,484;20,12
2024-07-20;22:09:00;20,025;20,292;20,285;20,134
2024-07-20;22:14:00;20,321;20,45;20,318;20,284
2024-07-20;22:19:00;20,486;20,625;20,383;20,453
2024-07-20;22:24:00;20,105;20,302;20,37;20,378
2024-07-20;22:29:00;19,977;20,076;20,486;20,26
2024-07-20;22:34:00;19,812;19,911;20,465;20,132
2024-07-20;22:39:00;19,938;20,162;20,29;20,12
2024-07-20;22:44:00;20,211;20,387;20,27;20,229
2024-07-20;22:49:00;20,52;20,614;20,395;20,4
2024-07-20;22:54:00;20,343;20,49;20,375;20,475
2024-07-20;22:59:00;20,089;20,154;20,479;20,334
2024-07-20;23:04:00;19,989;19,891;20,62;20,173
2024-07-20;23:09:00;19,905;19,846;20,596;20,039
2024-07-20;23:14:00;19,928;20,143;20,307;20,087
2024-07-20;23:19:00;20,161;20,352;20,269;20,186
2024-07-20;23:24:00;20,477;20,568;20,374;20,342
2024-07-20;23:29:00;20,398;20,547;20,385;20,482
2024-07-20;23:34:00;20,053;20,193;20,413;20,332
2024-07-20;23:39:00;19,995;19,954;20,565;20,19
2024-07-20;23:44:00;19,884;19,862;20,615;20,04
2024-07-20;23:49:00;19,97;20,159;20,437;20,106
2024-07-20;23:54:00;20,157;20,369;20,261;20,189
2024-07-20;23:59:00;20,448;20,567;20,308;20,35
2024-07-21;00:04:00;20,369;20,496;20,346;20,462
2024-07-21;00:09:00;20,038;20,201;20,44;20,351
2024-07-21;00:14:00;19,87;19,989;20,499;20,215
2024-07-21;00:19:00;19,849;19,805;20,587;20,037
2024-07-21;00:24:00;19,987;20,077;20,508;20,021
2024-07-21;00:29:00;20,204;20,315;20,449;20,158
2024-07-21;00:34:00;20,468;20,548;20,468;20,313
2024-07-21;00:39:00;20,483;20,555;20,489;20,493
2024-07-21;00:44:00;20,181;20,204;20,513;20,382
2024-07-21;00:49:00;19,981;19,97;20,589;20,232
2024-07-21;00:54:00;19,901;19,911;20,592;20,11
2024-07-21;00:59:00;19,989;20,175;20,407;20,12
2024-07-21;01:04:00;20,226;20,343;20,37;20,208
2024-07-21;01:09:00;20,534;20,558;20,44;20,365
2024-07-21;01:14:00;20,381;20,483;20,395;20,458
2024-07-21;01:19:00;20,02;20,178;20,44;20,326
2024-07-21;01:24:00;20,005;19,9;20,6;20,169
2024-07-21;01:29:00;19,998;19,834;20,62;20,004
2024-07-21;01:34:00;20,011;20,152;20,435;20,035
2024-07-21;01:39:00;20,214;20,34;20,374;20,171
2024-07-21;01:44:00;20,52;20,544;20,511;20,325
2024-07-21;01:49:00;20,41;20,501;20,5;20,432
2024-07-21;01:54:00;20,03;20,197;20,435;20,33
2024-07-21;01:59:00;19,915;19,944;20,502;20,189
2024-07-21;02:04:00;19,883;19,827;20,597;20,008
2024-07-21;02:09:00;20,009;20,108;20,479;20,04
2024-07-21;02:14:00;20,231;20,329;20,37;20,167
2024-07-21;02:19:00;20,489;20,539;20,447;20,324
2024-07-21;02:24:00;20,41;20,586;20,391;20,48
2024-07-21;02:29:00;20,064;20,198;20,409;20,359
2024-07-21;02:34:00;19,991;19,951;20,593;20,22
2024-07-21;02:39:00;19,875;19,832;20,62;20,061
2024-07-21;02:44:00;19,946;20,082;20,425;20,051
2024-07-21;02:49:00;20,192;20,295;20,372;20,157
2024-07-21;02:54:00;20,441;20,511;20,443;20,309
2024-07-21;02:59:00;20,474;20,59;20,422;20,477
2024-07-21;03:04:00;20,149;20,205;20,469;20,353
2024-07-21;03:09:00;19,917;20,022;20,477;20,215
2024-07-21;03:14:00;19,851;20,083;20,363;20,12
2024-07-21;03:19:00;20,094;20,327;20,291;20,207
2024-07-21;03:24:00;20,375;20,53;20,37;20,334
2024-07-21;03:29:00;20,487;20,674;20,378;20,495
2024-07-21;03:34:00;20,108;20,31;20,381;20,412
2024-07-21;03:39:00;20,046;20,031;20,575;20,251
2024-07-21;03:44:00;19,974;19,83;20,68;20,084
2024-07-21;03:49:00;19,927;20,087;20,466;20,044
2024-07-21;03:54:00;20,078;20,317;20,259;20,162
2024-07-21;03:59:00;20,372;20,479;20,339;20,295
2024-07-21;04:04:00;20,588;20,641;20,5;20,465
2024-07-21;04:09:00;20,198;20,292;20,501;20,408
2024-07-21;04:14:00;20,12;20,023;20,636;20,263
2024-07-21;04:19:00;20,01;19,847;20,664;20,119
2024-07-21;04:24:00;20,015;20,098;20,514;20,12
2024-07-21;04:29:00;20,15;20,317;20,37;20,175
2024-07-21;04:34:00;20,385;20,517;20,383;20,319
2024-07-21;04:39:00;20,574;20,623;20,489;20,477
2024-07-21;04:44:00;20,239;20,25;20,564;20,402
2024-07-21;04:49:00;20,001;20,011;20,612;20,257
2024-07-21;04:54:00;19,949;19,907;20,612;20,098
2024-07-21;04:59:00;20,043;20,21;20,456;20,12
2024-07-21;05:04:00;20,225;20,376;20,372;20,241
2024-07-21;05:09:00;20,537;20,581;20,499;20,384
2024-07-21;05:14:00;20,34;20,44;20,429;20,458
2024-07-21;05:19:00;20,182;20,081;20,679;20,306
2024-07-21;05:24:00;20,042;19,942;20,675;20,161
2024-07-21;05:29:00;20,166;20,203;20,61;20,132
2024-07-21;05:34:00;20,275;20,409;20,5;20,263
2024-07-21;05:39:00;20,603;20,585;20,59;20,413
2024-07-21;05:44:00;20,503;20,463;20,62;20,476
2024-07-21;05:49:00;20,148;20,154;20,684;20,338
2024-07-21;05:54:00;20,088;19,909;20,75;20,165
2024-07-21;05:59:00;20,045;20,071;20,672;20,086
2024-07-21;06:04:00;20,172;20,324;20,5;20,177
2024-07-21;06:09:00;20,437;20,516;20,502;20,319
2024-07-21;06:14:00;20,552;20,629;20,569;20,484
2024-07-21;06:19:00;20,208;20,22;20,58;20,43
2024-07-21;06:24:00;20,055;19,938;20,67;20,233
2024-07-21;06:29:00;20,074;19,99;20,679;20,117
2024-07-21;06:34:00;20,118;20,284;20,496;20,155
2024-07-21;06:39:00;20,368;20,508;20,502;20,296
2024-07-21;06:44:00;20,584;20,671;20,582;20,465
2024-07-21;06:49:00;20,264;20,288;20,593;20,433
2024-07-21;06:54:00;20,114;20,011;20,709;20,247
2024-07-21;06:59:00;20,013;20,12;20,58;20,12
2024-07-21;07:04:00;20,189;20,364;20,5;20,238
2024-07-21;07:09:00;20,487;20,557;20,532;20,351
2024-07-21;07:14:00;20,451;20,533;20,537;20,487
2024-07-21;07:19:00;20,128;20,156;20,62;20,338
2024-07-21;07:24:00;20,053;19,821;20,742;20,144
2024-07-21;07:29:00;20,016;20,059;20,599;20,072
2024-07-21;07:34:00;20,155;20,317;20,5;20,171
2024-07-21;07:39:00;20,432;20,529;20,554;20,32
2024-07-21;07:44:00;20,566;20,6;20,625;20,479
2024-07-21;07:49:00;20,279;20,142;20,657;20,343
2024-07-21;07:54:00;20,178;19,851;20,75;20,109
2024-07-21;07:59:00;20,117;19,919;20,75;20
2024-07-21;08:04:00;20,189;20,219;20,628;20,096
2024-07-21;08:09:00;20,385;20,429;20,533;20,249
2024-07-21;08:14:00;20,682;20,627;20,614;20,431
2024-07-21;08:19:00;20,361;20,37;20,576;20,43
2024-07-21;08:24:00;20,171;20,038;20,75;20,244
2024-07-21;08:29:00;20,106;19,882;20,75;20,045
2024-07-21;08:34:00;20,176;20,187;20,628;20,109
2024-07-21;08:39:00;20,301;20,408;20,504;20,216
2024-07-21;08:44:00;20,572;20,609;20,615;20,385
2024-07-21;08:49:00;20,458;20,493;20,585;20,472
2024-07-21;08:54:00;20,094;20,147;20,602;20,318
2024-07-21;08:59:00;19,993;19,89;20,62;20,147
2024-07-21;09:04:00;19,962;19,825;20,597;19,984
2024-07-21;09:09:00;20,04;20,137;20,467;20,027
2024-07-21;09:14:00;20,241;20,365;20,399;20,166
2024-07-21;09:19:00;20,521;20,553;20,518;20,329
2024-07-21;09:24:00;20,515;20,592;20,539;20,486
2024-07-21;09:29:00;20,164;20,195;20,591;20,361
2024-07-21;09:34:00;20,036;19,91;20,704;20,193
2024-07-21;09:39:00;19,983;19,889;20,666;20,012
2024-07-21;09:44:00;20,021;20,205;20,391;20,073
2024-07-21;09:49:00;20,268;20,41;20,37;20,206
2024-07-21;09:54:00;20,576;20,592;20,472;20,39
2024-07-21;09:59:00;20,351;20,474;20,433;20,473
2024-07-21;10:04:00;20,119;20,152;20,573;20,351
2024-07-21;10:09:00;19,962;19,96;20,617;20,204
2024-07-21;10:14:00;19,89;19,936;20,57;20,12
2024-07-21;10:19:00;20,043;20,22;20,407;20,12
2024-07-21;10:24:00;20,257;20,416;20,37;20,227
2024-07-21;10:29:00;20,56;20,581;20,518;20,4
2024-07-21;10:34:00;20,214;20,376;20,367;20,41
2024-07-21;10:39:00;20,099;20,106;20,557;20,264
2024-07-21;10:44:00;20,037;19,878;20,728;20,141
2024-07-21;10:49:00;19,959;19,797;20,733;20
2024-07-21;10:54:00;19,958;20,115;20,452;20,033
2024-07-21;10:59:00;20,133;20,324;20,267;20,163
2024-07-21;11:04:00;20,485;20,579;20,4;20,339
2024-07-21;11:09:00;20,433;20,552;20,36;20,484
2024-07-21;11:14:00;20,102;20,231;20,426;20,363
2024-07-21;11:19:00;19,94;20,042;20,504;20,249
2024-07-21;11:24:00;19,858;19,924;20,511;20,133
2024-07-21;11:29:00;19,83;19,863;20,5;20,035
